,center_point,envelope,Nome_Munic,geometry
62,POINT (-38.565 -7.453),"POLYGON ((-38.589999999999996 -7.478000000000001, -38.54 -7.478000000000001, -38.54 -7.428, -38.589999999999996 -7.428, -38.589999999999996 -7.478000000000001))",Conceição,"POLYGON ((-38.58389999999781 -7.432769999999437, -38.583968061829296 -7.428, -38.54 -7.428, -38.54 -7.478000000000001, -38.589999999999996 -7.478000000000001, -38.589999999999996 -7.4332008550175654, -38.58389999999781 -7.432769999999437))"
63,POINT (-38.565 -7.403),"POLYGON ((-38.589999999999996 -7.428, -38.54 -7.428, -38.54 -7.377999999999999, -38.589999999999996 -7.377999999999999, -38.589999999999996 -7.428))",Conceição,"POLYGON ((-38.584139999999024 -7.415949999998702, -38.589999999999996 -7.415143809113065, -38.589999999999996 -7.400766814157687, -38.58324999999786 -7.397799999998824, -38.576723333331394 -7.377999999999999, -38.54 -7.377999999999999, -38.54 -7.428, -38.583968061829296 -7.428, -38.584139999999024 -7.415949999998702))"
64,POINT (-38.565 -7.353),"POLYGON ((-38.589999999999996 -7.378, -38.54 -7.378, -38.54 -7.327999999999999, -38.589999999999996 -7.327999999999999, -38.589999999999996 -7.378))",Bonito de Santa Fé,"POLYGON ((-38.57612999999765 -7.376199999998789, -38.56082999999853 -7.357859999998254, -38.55185999999776 -7.340199999998731, -38.54902999999831 -7.33458999999857, -38.548814405669226 -7.327999999999999, -38.54 -7.327999999999999, -38.54 -7.378, -38.576723333331394 -7.378, -38.57612999999765 -7.376199999998789))"
65,POINT (-38.565 -7.303),"POLYGON ((-38.589999999999996 -7.328, -38.54 -7.328, -38.54 -7.278, -38.589999999999996 -7.278, -38.589999999999996 -7.328))",Bonito de Santa Fé,"MULTIPOLYGON (((-38.54872999999861 -7.325419999999212, -38.54999999999927 -7.315059999998994, -38.54 -7.306026796874961, -38.54 -7.328, -38.548814405669226 -7.328, -38.54872999999861 -7.325419999999212)), ((-38.54227477272443 -7.278, -38.54 -7.278, -38.54 -7.282351739125846, -38.54227477272443 -7.278)))"
66,POINT (-38.565 -7.253),"POLYGON ((-38.589999999999996 -7.2780000000000005, -38.54 -7.2780000000000005, -38.54 -7.228, -38.589999999999996 -7.228, -38.589999999999996 -7.2780000000000005))",Bonito de Santa Fé,"POLYGON ((-38.542279999997845 -7.277989999998681, -38.54179 -7.265499999997701, -38.55174999999872 -7.263159999998607, -38.554089999997814 -7.251449999997931, -38.55160999999862 -7.243069999998625, -38.556579999998576 -7.239279999997962, -38.582729999998264 -7.247979999998279, -38.589999999999996 -7.246855960097564, -38.589999999999996 -7.228, -38.54 -7.228, -38.54 -7.2780000000000005, -38.542274772724426 -7.2780000000000005, -38.542279999997845 -7.277989999998681))"
67,POINT (-38.565 -7.203),"POLYGON ((-38.589999999999996 -7.228000000000001, -38.54 -7.228000000000001, -38.54 -7.178, -38.589999999999996 -7.178, -38.589999999999996 -7.228000000000001))",Monte Horebe,"POLYGON ((-38.589999999999996 -7.178, -38.54 -7.178, -38.54 -7.228000000000001, -38.589999999999996 -7.228000000000001, -38.589999999999996 -7.178))"
68,POINT (-38.565 -7.153),"POLYGON ((-38.589999999999996 -7.178, -38.54 -7.178, -38.54 -7.127999999999999, -38.589999999999996 -7.127999999999999, -38.589999999999996 -7.178))",Monte Horebe,"POLYGON ((-38.589999999999996 -7.127999999999999, -38.54 -7.127999999999999, -38.54 -7.178, -38.589999999999996 -7.178, -38.589999999999996 -7.127999999999999))"
69,POINT (-38.565 -7.103),"POLYGON ((-38.589999999999996 -7.128, -38.54 -7.128, -38.54 -7.077999999999999, -38.589999999999996 -7.077999999999999, -38.589999999999996 -7.128))",São José de Piranhas,"POLYGON ((-38.589999999999996 -7.077999999999999, -38.54 -7.077999999999999, -38.54 -7.128, -38.589999999999996 -7.128, -38.589999999999996 -7.077999999999999))"
70,POINT (-38.565 -7.053),"POLYGON ((-38.589999999999996 -7.078, -38.54 -7.078, -38.54 -7.028, -38.589999999999996 -7.028, -38.589999999999996 -7.078))",Cajazeiras,"POLYGON ((-38.589999999999996 -7.028, -38.54 -7.028, -38.54 -7.078, -38.589999999999996 -7.078, -38.589999999999996 -7.028))"
71,POINT (-38.565 -7.003),"POLYGON ((-38.589999999999996 -7.0280000000000005, -38.54 -7.0280000000000005, -38.54 -6.978, -38.589999999999996 -6.978, -38.589999999999996 -7.0280000000000005))",Cajazeiras,"POLYGON ((-38.589999999999996 -6.978, -38.54 -6.978, -38.54 -7.0280000000000005, -38.589999999999996 -7.0280000000000005, -38.589999999999996 -6.978))"
72,POINT (-38.565 -6.953),"POLYGON ((-38.589999999999996 -6.978000000000001, -38.54 -6.978000000000001, -38.54 -6.928, -38.589999999999996 -6.928, -38.589999999999996 -6.978000000000001))",Cajazeiras,"POLYGON ((-38.589999999999996 -6.928, -38.54 -6.928, -38.54 -6.978000000000001, -38.589999999999996 -6.978000000000001, -38.589999999999996 -6.928))"
73,POINT (-38.565 -6.903),"POLYGON ((-38.589999999999996 -6.928, -38.54 -6.928, -38.54 -6.877999999999999, -38.589999999999996 -6.877999999999999, -38.589999999999996 -6.928))",Cajazeiras,"POLYGON ((-38.589999999999996 -6.877999999999999, -38.54 -6.877999999999999, -38.54 -6.928, -38.589999999999996 -6.928, -38.589999999999996 -6.877999999999999))"
74,POINT (-38.565 -6.853),"POLYGON ((-38.589999999999996 -6.878, -38.54 -6.878, -38.54 -6.827999999999999, -38.589999999999996 -6.827999999999999, -38.589999999999996 -6.878))",Cajazeiras,"POLYGON ((-38.589999999999996 -6.827999999999999, -38.54 -6.827999999999999, -38.54 -6.878, -38.589999999999996 -6.878, -38.589999999999996 -6.827999999999999))"
75,POINT (-38.565 -6.803),"POLYGON ((-38.589999999999996 -6.828, -38.54 -6.828, -38.54 -6.778, -38.589999999999996 -6.778, -38.589999999999996 -6.828))",São João do Rio do Peixe,"POLYGON ((-38.589999999999996 -6.778, -38.54 -6.778, -38.54 -6.828, -38.589999999999996 -6.828, -38.589999999999996 -6.778))"
76,POINT (-38.565 -6.753),"POLYGON ((-38.589999999999996 -6.7780000000000005, -38.54 -6.7780000000000005, -38.54 -6.728, -38.589999999999996 -6.728, -38.589999999999996 -6.7780000000000005))",Santa Helena,"POLYGON ((-38.589999999999996 -6.728, -38.54 -6.728, -38.54 -6.7780000000000005, -38.589999999999996 -6.7780000000000005, -38.589999999999996 -6.728))"
77,POINT (-38.565 -6.703),"POLYGON ((-38.589999999999996 -6.728000000000001, -38.54 -6.728000000000001, -38.54 -6.678, -38.589999999999996 -6.678, -38.589999999999996 -6.728000000000001))",Santa Helena,"POLYGON ((-38.589999999999996 -6.678, -38.54 -6.678, -38.54 -6.728000000000001, -38.589999999999996 -6.728000000000001, -38.589999999999996 -6.678))"
78,POINT (-38.565 -6.653),"POLYGON ((-38.589999999999996 -6.678, -38.54 -6.678, -38.54 -6.627999999999999, -38.589999999999996 -6.627999999999999, -38.589999999999996 -6.678))",Triunfo,"POLYGON ((-38.589999999999996 -6.627999999999999, -38.54 -6.627999999999999, -38.54 -6.678, -38.589999999999996 -6.678, -38.589999999999996 -6.627999999999999))"
79,POINT (-38.565 -6.603),"POLYGON ((-38.589999999999996 -6.628, -38.54 -6.628, -38.54 -6.577999999999999, -38.589999999999996 -6.577999999999999, -38.589999999999996 -6.628))",Poço de José de Moura,"POLYGON ((-38.589999999999996 -6.577999999999999, -38.54 -6.577999999999999, -38.54 -6.628, -38.589999999999996 -6.628, -38.589999999999996 -6.577999999999999))"
80,POINT (-38.565 -6.553),"POLYGON ((-38.589999999999996 -6.578, -38.54 -6.578, -38.54 -6.528, -38.589999999999996 -6.528, -38.589999999999996 -6.578))",Poço de José de Moura,"POLYGON ((-38.589999999999996 -6.528, -38.54 -6.528, -38.54 -6.578, -38.589999999999996 -6.578, -38.589999999999996 -6.528))"
81,POINT (-38.565 -6.503),"POLYGON ((-38.589999999999996 -6.5280000000000005, -38.54 -6.5280000000000005, -38.54 -6.478, -38.589999999999996 -6.478, -38.589999999999996 -6.5280000000000005))",Bernardino Batista,"POLYGON ((-38.57671978835879 -6.478, -38.54 -6.478, -38.54 -6.5280000000000005, -38.589999999999996 -6.5280000000000005, -38.589999999999996 -6.4943515309459885, -38.57671978835879 -6.478))"
82,POINT (-38.565 -6.453),"POLYGON ((-38.589999999999996 -6.478000000000001, -38.54 -6.478000000000001, -38.54 -6.428, -38.589999999999996 -6.428, -38.589999999999996 -6.478000000000001))",Bernardino Batista,"POLYGON ((-38.57005999999819 -6.469799999998941, -38.5694599999988 -6.454479999998512, -38.56529999999839 -6.451109999998152, -38.55604999999923 -6.447239999997691, -38.55508999999802 -6.437109999998938, -38.55390999999872 -6.43235999999888, -38.54885898753914 -6.428, -38.54 -6.428, -38.54 -6.478000000000001, -38.57671978835879 -6.478000000000001, -38.57005999999819 -6.469799999998941))"
83,POINT (-38.565 -6.403),"POLYGON ((-38.589999999999996 -6.428, -38.54 -6.428, -38.54 -6.377999999999999, -38.589999999999996 -6.377999999999999, -38.589999999999996 -6.428))",Poço Dantas,"MULTIPOLYGON (((-38.54235999999764 -6.401579999997921, -38.55116999999882 -6.397769999997763, -38.573059999998804 -6.403399999999237, -38.577369999999064 -6.402489999998579, -38.581999999998516 -6.399909999998272, -38.58118999999897 -6.396329999997761, -38.58895999999913 -6.395179999997708, -38.589999999999996 -6.395456182570633, -38.589999999999996 -6.377999999999999, -38.54 -6.377999999999999, -38.54 -6.399821919191296, -38.54235999999764 -6.401579999997921)), ((-38.54 -6.420352981512161, -38.54 -6.428, -38.54885898753914 -6.428, -38.54 -6.420352981512161)))"
84,POINT (-38.565 -6.353),"POLYGON ((-38.589999999999996 -6.378, -38.54 -6.378, -38.54 -6.327999999999999, -38.589999999999996 -6.327999999999999, -38.589999999999996 -6.378))",Poço Dantas,"POLYGON ((-38.58260999999766 -6.373649999997724, -38.57275 -6.374519999999393, -38.57571999999891 -6.36229, -38.5669999999991 -6.361129999999321, -38.564909999999145 -6.356299999997646, -38.56295999999929 -6.3556299999982, -38.544709999998304 -6.353359999999157, -38.54949999999917 -6.350299999998242, -38.54465999999775 -6.34418999999798, -38.54 -6.343052788989238, -38.54 -6.378, -38.589999999999996 -6.378, -38.589999999999996 -6.376917157894404, -38.58260999999766 -6.373649999997724))"
85,POINT (-38.515 -7.753),"POLYGON ((-38.54 -7.7780000000000005, -38.49 -7.7780000000000005, -38.49 -7.728, -38.54 -7.728, -38.54 -7.7780000000000005))",Santa Inês,"POLYGON ((-38.490169999999125 -7.734249999997701, -38.49544999999853 -7.738399999998364, -38.496219999999084 -7.749619999998686, -38.51624999999876 -7.748919999998179, -38.52932999999939 -7.754699999997683, -38.54 -7.751042083583775, -38.54 -7.728, -38.49 -7.728, -38.49 -7.734225860638131, -38.490169999999125 -7.734249999997701))"
86,POINT (-38.515 -7.703),"POLYGON ((-38.54 -7.728000000000001, -38.49 -7.728000000000001, -38.49 -7.678, -38.54 -7.678, -38.54 -7.728000000000001))",Santa Inês,"POLYGON ((-38.54 -7.678, -38.49 -7.678, -38.49 -7.728000000000001, -38.54 -7.728000000000001, -38.54 -7.678))"
87,POINT (-38.515 -7.653),"POLYGON ((-38.54 -7.678, -38.49 -7.678, -38.49 -7.627999999999999, -38.54 -7.627999999999999, -38.54 -7.678))",Conceição,"POLYGON ((-38.54 -7.627999999999999, -38.49 -7.627999999999999, -38.49 -7.678, -38.54 -7.678, -38.54 -7.627999999999999))"
88,POINT (-38.515 -7.603),"POLYGON ((-38.54 -7.628, -38.49 -7.628, -38.49 -7.577999999999999, -38.54 -7.577999999999999, -38.54 -7.628))",Conceição,"POLYGON ((-38.54 -7.577999999999999, -38.49 -7.577999999999999, -38.49 -7.628, -38.54 -7.628, -38.54 -7.577999999999999))"
89,POINT (-38.515 -7.553),"POLYGON ((-38.54 -7.578, -38.49 -7.578, -38.49 -7.528, -38.54 -7.528, -38.54 -7.578))",Conceição,"POLYGON ((-38.54 -7.528, -38.49 -7.528, -38.49 -7.578, -38.54 -7.578, -38.54 -7.528))"
90,POINT (-38.515 -7.503),"POLYGON ((-38.54 -7.5280000000000005, -38.49 -7.5280000000000005, -38.49 -7.478, -38.54 -7.478, -38.54 -7.5280000000000005))",Conceição,"POLYGON ((-38.54 -7.478, -38.49 -7.478, -38.49 -7.5280000000000005, -38.54 -7.5280000000000005, -38.54 -7.478))"
91,POINT (-38.515 -7.453),"POLYGON ((-38.54 -7.478000000000001, -38.49 -7.478000000000001, -38.49 -7.428, -38.54 -7.428, -38.54 -7.478000000000001))",Conceição,"POLYGON ((-38.54 -7.428, -38.49 -7.428, -38.49 -7.478000000000001, -38.54 -7.478000000000001, -38.54 -7.428))"
92,POINT (-38.515 -7.403),"POLYGON ((-38.54 -7.428, -38.49 -7.428, -38.49 -7.377999999999999, -38.54 -7.377999999999999, -38.54 -7.428))",Conceição,"POLYGON ((-38.54 -7.377999999999999, -38.49 -7.377999999999999, -38.49 -7.428, -38.54 -7.428, -38.54 -7.377999999999999))"
93,POINT (-38.515 -7.353),"POLYGON ((-38.54 -7.378, -38.49 -7.378, -38.49 -7.327999999999999, -38.54 -7.327999999999999, -38.54 -7.378))",Bonito de Santa Fé,"POLYGON ((-38.54 -7.327999999999999, -38.49 -7.327999999999999, -38.49 -7.378, -38.54 -7.378, -38.54 -7.327999999999999))"
94,POINT (-38.515 -7.303),"POLYGON ((-38.54 -7.328, -38.49 -7.328, -38.49 -7.278, -38.54 -7.278, -38.54 -7.328))",Bonito de Santa Fé,"POLYGON ((-38.53975999999784 -7.305809999998019, -38.5342299999993 -7.293389999998908, -38.54 -7.282351739125846, -38.54 -7.278, -38.49 -7.278, -38.49 -7.328, -38.54 -7.328, -38.54 -7.306026796874961, -38.53975999999784 -7.305809999998019))"
95,POINT (-38.515 -7.253),"POLYGON ((-38.54 -7.2780000000000005, -38.49 -7.2780000000000005, -38.49 -7.228, -38.54 -7.228, -38.54 -7.2780000000000005))",Bonito de Santa Fé,"POLYGON ((-38.54 -7.228, -38.49 -7.228, -38.49 -7.2780000000000005, -38.54 -7.2780000000000005, -38.54 -7.228))"
96,POINT (-38.515 -7.203),"POLYGON ((-38.54 -7.228000000000001, -38.49 -7.228000000000001, -38.49 -7.178, -38.54 -7.178, -38.54 -7.228000000000001))",Bonito de Santa Fé,"POLYGON ((-38.54 -7.178, -38.49 -7.178, -38.49 -7.228000000000001, -38.54 -7.228000000000001, -38.54 -7.178))"
97,POINT (-38.515 -7.153),"POLYGON ((-38.54 -7.178, -38.49 -7.178, -38.49 -7.127999999999999, -38.54 -7.127999999999999, -38.54 -7.178))",Monte Horebe,"POLYGON ((-38.54 -7.127999999999999, -38.49 -7.127999999999999, -38.49 -7.178, -38.54 -7.178, -38.54 -7.127999999999999))"
98,POINT (-38.515 -7.103),"POLYGON ((-38.54 -7.128, -38.49 -7.128, -38.49 -7.077999999999999, -38.54 -7.077999999999999, -38.54 -7.128))",São José de Piranhas,"POLYGON ((-38.54 -7.077999999999999, -38.49 -7.077999999999999, -38.49 -7.128, -38.54 -7.128, -38.54 -7.077999999999999))"
99,POINT (-38.515 -7.053),"POLYGON ((-38.54 -7.078, -38.49 -7.078, -38.49 -7.028, -38.54 -7.028, -38.54 -7.078))",São José de Piranhas,"POLYGON ((-38.54 -7.028, -38.49 -7.028, -38.49 -7.078, -38.54 -7.078, -38.54 -7.028))"
100,POINT (-38.515 -7.003),"POLYGON ((-38.54 -7.0280000000000005, -38.49 -7.0280000000000005, -38.49 -6.978, -38.54 -6.978, -38.54 -7.0280000000000005))",Cajazeiras,"POLYGON ((-38.54 -6.978, -38.49 -6.978, -38.49 -7.0280000000000005, -38.54 -7.0280000000000005, -38.54 -6.978))"
101,POINT (-38.515 -6.953),"POLYGON ((-38.54 -6.978000000000001, -38.49 -6.978000000000001, -38.49 -6.928, -38.54 -6.928, -38.54 -6.978000000000001))",Cajazeiras,"POLYGON ((-38.54 -6.928, -38.49 -6.928, -38.49 -6.978000000000001, -38.54 -6.978000000000001, -38.54 -6.928))"
102,POINT (-38.515 -6.903),"POLYGON ((-38.54 -6.928, -38.49 -6.928, -38.49 -6.877999999999999, -38.54 -6.877999999999999, -38.54 -6.928))",Cajazeiras,"POLYGON ((-38.54 -6.877999999999999, -38.49 -6.877999999999999, -38.49 -6.928, -38.54 -6.928, -38.54 -6.877999999999999))"
103,POINT (-38.515 -6.853),"POLYGON ((-38.54 -6.878, -38.49 -6.878, -38.49 -6.827999999999999, -38.54 -6.827999999999999, -38.54 -6.878))",Cajazeiras,"POLYGON ((-38.54 -6.827999999999999, -38.49 -6.827999999999999, -38.49 -6.878, -38.54 -6.878, -38.54 -6.827999999999999))"
104,POINT (-38.515 -6.803),"POLYGON ((-38.54 -6.828, -38.49 -6.828, -38.49 -6.778, -38.54 -6.778, -38.54 -6.828))",São João do Rio do Peixe,"POLYGON ((-38.54 -6.778, -38.49 -6.778, -38.49 -6.828, -38.54 -6.828, -38.54 -6.778))"
105,POINT (-38.515 -6.753),"POLYGON ((-38.54 -6.7780000000000005, -38.49 -6.7780000000000005, -38.49 -6.728, -38.54 -6.728, -38.54 -6.7780000000000005))",São João do Rio do Peixe,"POLYGON ((-38.54 -6.728, -38.49 -6.728, -38.49 -6.7780000000000005, -38.54 -6.7780000000000005, -38.54 -6.728))"
106,POINT (-38.515 -6.703),"POLYGON ((-38.54 -6.728000000000001, -38.49 -6.728000000000001, -38.49 -6.678, -38.54 -6.678, -38.54 -6.728000000000001))",São João do Rio do Peixe,"POLYGON ((-38.54 -6.678, -38.49 -6.678, -38.49 -6.728000000000001, -38.54 -6.728000000000001, -38.54 -6.678))"
107,POINT (-38.515 -6.653),"POLYGON ((-38.54 -6.678, -38.49 -6.678, -38.49 -6.627999999999999, -38.54 -6.627999999999999, -38.54 -6.678))",São João do Rio do Peixe,"POLYGON ((-38.54 -6.627999999999999, -38.49 -6.627999999999999, -38.49 -6.678, -38.54 -6.678, -38.54 -6.627999999999999))"
108,POINT (-38.515 -6.603),"POLYGON ((-38.54 -6.628, -38.49 -6.628, -38.49 -6.577999999999999, -38.54 -6.577999999999999, -38.54 -6.628))",Poço de José de Moura,"POLYGON ((-38.54 -6.577999999999999, -38.49 -6.577999999999999, -38.49 -6.628, -38.54 -6.628, -38.54 -6.577999999999999))"
109,POINT (-38.515 -6.553),"POLYGON ((-38.54 -6.578, -38.49 -6.578, -38.49 -6.528, -38.54 -6.528, -38.54 -6.578))",Poço de José de Moura,"POLYGON ((-38.54 -6.528, -38.49 -6.528, -38.49 -6.578, -38.54 -6.578, -38.54 -6.528))"
110,POINT (-38.515 -6.503),"POLYGON ((-38.54 -6.5280000000000005, -38.49 -6.5280000000000005, -38.49 -6.478, -38.54 -6.478, -38.54 -6.5280000000000005))",Bernardino Batista,"POLYGON ((-38.54 -6.478, -38.49 -6.478, -38.49 -6.5280000000000005, -38.54 -6.5280000000000005, -38.54 -6.478))"
111,POINT (-38.515 -6.453),"POLYGON ((-38.54 -6.478000000000001, -38.49 -6.478000000000001, -38.49 -6.428, -38.54 -6.428, -38.54 -6.478000000000001))",Bernardino Batista,"POLYGON ((-38.54 -6.428, -38.49 -6.428, -38.49 -6.478000000000001, -38.54 -6.478000000000001, -38.54 -6.428))"
112,POINT (-38.515 -6.403),"POLYGON ((-38.54 -6.428, -38.49 -6.428, -38.49 -6.377999999999999, -38.54 -6.377999999999999, -38.54 -6.428))",Poço Dantas,"POLYGON ((-38.52415999999903 -6.406679999998232, -38.51755999999841 -6.408329999998386, -38.52595999999903 -6.394329999999172, -38.53047999999944 -6.392729999997755, -38.54 -6.399821919191296, -38.54 -6.377999999999999, -38.49 -6.377999999999999, -38.49 -6.428, -38.54 -6.428, -38.54 -6.420352981512161, -38.52415999999903 -6.406679999998232))"
113,POINT (-38.515 -6.353),"POLYGON ((-38.54 -6.378, -38.49 -6.378, -38.49 -6.327999999999999, -38.54 -6.327999999999999, -38.54 -6.378))",Poço Dantas,"POLYGON ((-38.53375999999844 -6.341529999997874, -38.51624999999876 -6.345839999998134, -38.50507 -6.356109999998807, -38.49381999999787 -6.344419999999445, -38.49 -6.3424893736504, -38.49 -6.365427204969489, -38.49017999999887 -6.365679999998974, -38.49 -6.366043382546988, -38.49 -6.378, -38.54 -6.378, -38.54 -6.343052788989238, -38.53375999999844 -6.341529999997874))"
114,POINT (-38.465 -7.753),"POLYGON ((-38.49 -7.7780000000000005, -38.440000000000005 -7.7780000000000005, -38.440000000000005 -7.728, -38.49 -7.728, -38.49 -7.7780000000000005))",Santa Inês,"POLYGON ((-38.46361999999863 -7.730479999998352, -38.49 -7.734225860638131, -38.49 -7.728, -38.46228297339516 -7.728, -38.46361999999863 -7.730479999998352))"
115,POINT (-38.465 -7.703),"POLYGON ((-38.49 -7.728000000000001, -38.440000000000005 -7.728000000000001, -38.440000000000005 -7.678, -38.49 -7.678, -38.49 -7.728000000000001))",Conceição,"POLYGON ((-38.449719999998706 -7.716959999997925, -38.45672999999806 -7.7177, -38.46228297339516 -7.728000000000001, -38.49 -7.728000000000001, -38.49 -7.678, -38.440000000000005 -7.678, -38.440000000000005 -7.718847616643631, -38.449719999998706 -7.716959999997925))"
